Title,Genre,Premiere,Seasons,Runtime,Status
Dickinson,Period comedy,"November 1, 2019","1 season, 10 episodes",30 min.,"Season 2 due to premiere on January 8, 2021; Renewed"
Ghostwriter,Family mystery,"November 1, 2019","2 seasons, 20 episodes",30 min.,Pending
Little America,Comedy-drama anthology,"January 17, 2020","1 season, 8 episodes",30 min.,Renewed
Mythic Quest: Raven's Banquet,Comedy,"February 7, 2020","1 season, 10 episodes",30 min.,Renewed
Trying,Comedy,"May 1, 2020","1 season, 8 episodes",30 min.,Renewed
Little Voice,Romantic comedy-drama,"July 10, 2020","1 season, 9 episodes",30 min.,Pending
Ted Lasso,Comedy,"August 14, 2020","1 season, 10 episodes",30 min.,Renewed for seasons 2 and 3
