"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"2342","Ladies Up"," Comedy",2020-03-27,4,1,15,17,"English/Hindi","Event","Netflix","Film","Original",NA,NA
"2343","Middleditch & Schwartz"," Comedy",2020-04-21,3,1,52,53,"English","Event","Netflix","Film","Original",NA,NA
"2344","Patton Oswalt: I Love Everything"," Comedy",2020-05-19,2,1,52,66,"English","Event","Netflix","Film","Original",NA,NA
"2345","Felipe Esparza: Bad Decisions"," Comedy",2020-09-01,2,1,61,62,"English/Spanish","Event","Netflix","Film","Original",NA,NA
"2346","Schulz Saves America"," Comedy",2020-12-17,4,1,16,17,"English","Event","Netflix","Film","Original",NA,NA
"2347","Alan Saldaña: Mi vida de pobre"," Comedy",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"2348","Phil Wang: Philly Philly Wang Wang"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2349","Ricky Gervais: Supernature"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2350","The Hall: Honoring the Greats of Stand-Up"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2351","Untitled Ali Wong stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2352","Untitled Ali Wong stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2353","Untitled Billy Eichner stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2354","Untitled Chris Rock stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2355","Untitled Gabriel Iglesias stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2356","Untitled Ricky Gervais stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"2357","Untitled Tom Segura stand-up comedy special"," Comedy",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"2358","Your Life is a Joke","Comedy / Special",NA,4,1,NA,NA,"German","Development","Netflix","Film","Original",NA,NA
"2359","No More F*cks To Give","Comedy / Special",NA,NA,NA,NA,NA,"Swedish","Development","Netflix","Film","Original",NA,NA
"2360","21 Thunder","Sports / Drama",NA,8,1,NA,NA,NA,"Distribution","Netflix","Film","Original","CBC","Canada"
"2361","A Suitable Boy"," Drama",NA,6,NA,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC One","United Kingdom, India"
"2362","Bad Blood"," Drama",NA,14,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Citytv","Canada"
"2363","Berlin Station"," Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Epix","United States"
"2364","Better Call Saul"," Drama",NA,50,5,NA,NA,NA,"Distribution","Netflix","Film","Original","AMC","United States"
"2365","Black Lightning","Superhero / Drama",NA,45,3,NA,NA,NA,"Distribution","Netflix","Film","Original","The CW","United States"
"2366","Bodyguard","Political / Thriller / Drama",NA,6,1,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC One","United Kingdom"
"2367","Borgia","Historical / Fiction / Drama",NA,38,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Canal+, Sky Italia, ZDF, ORF","France, Germany, Czech Republic, Italy"
"2368","Crashing","Dramedy / Drama",NA,6,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Channel 4","United Kingdom"
"2369","Creeped Out","Horror / Fantasy / Drama",NA,23,2,NA,NA,NA,"Distribution","Netflix","Film","Original","CBBC, Family Channel","Canada, United Kingdom"
"2370","Derek","Dramedy / Drama",NA,14,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Channel 4","United Kingdom"
"2371","Dirty John","True / Crime / Anthology / Drama",NA,16,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Bravo/USA Network","United States"
"2372","Dynasty","Soap / Opera / Drama",NA,64,3,NA,NA,NA,"Distribution","Netflix","Film","Original","The CW","United States"
"2373","From Dusk till Dawn"," Drama",NA,30,3,NA,NA,NA,"Distribution","Netflix","Film","Original","El Rey","United States"
"2374","Get Even","Teen / Drama / Thriller",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC iPlayer","United Kingdom"
"2375","Ghost Wars","Science-Fiction / Drama",NA,13,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Syfy","United States"
"2376","Good Girls","Dramedy / Drama",NA,34,3,NA,NA,NA,"Distribution","Netflix","Film","Original","NBC","United States"
"2377","Greenleaf"," Drama",NA,60,5,NA,NA,NA,"Distribution","Netflix","Film","Original","Oprah Winfrey Network","United States"
"2378","Guilt","Murder / Mystery / Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Freeform","United States"
"2379","Happy!","Crime / Drama / Comedy",NA,18,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Syfy","United States"
"2380","Happy Valley","Crime / Drama",NA,12,2,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC One","United Kingdom"
"2381","Kings of Jo'Burg","Fantasy / Crime / Drama",NA,6,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Unknown","South Africa"
"2382","London Spy"," Drama",NA,5,1,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC Two","United Kingdom"
"2383","Mako Mermaids: An H2O Adventure","Children / Teen / Drama / Fantasy",NA,52,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Network Ten","Australia"
"2384","Manhunt"," Drama",NA,8,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Discovery Channel","United States"
"2385","Marcella","Film / Noir / Crime / Drama",NA,24,3,NA,NA,NA,"Distribution","Netflix","Film","Original","ITV","United Kingdom"
"2386","Medici","Historical / Fiction / Drama",NA,24,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Rai 1","Italy"
"2387","Orphan Black","Science-Fiction / Thriller / Drama",NA,50,5,NA,NA,NA,"Distribution","Netflix","Film","Original","Space/BBC America","Canada/United States"
"2388","Outlander","Science-Fiction / Historical / Drama",NA,52,4,NA,NA,NA,"Distribution","Netflix","Film","Original","Starz","United States"
"2389","Peaky Blinders","Crime / Drama",NA,30,5,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC Two","United Kingdom"
"2390","Penny Dreadful","Horror / Drama",NA,27,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Showtime/Sky","United States/United Kingdom"
"2391","Pose"," Drama",NA,18,2,NA,NA,NA,"Distribution","Netflix","Film","Original","FX","United States"
"2392","Rebellion","Historical / Fiction / Drama",NA,5,1,NA,NA,NA,"Distribution","Netflix","Film","Original","RTÉ","Ireland"
"2393","ReBoot: The Guardian Code","Science-Fiction / Drama",NA,20,2,NA,NA,NA,"Distribution","Netflix","Film","Original","YTV","Canada"
"2394","Retribution","Crime / Drama",NA,4,1,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC One","United Kingdom"
"2395","River","Crime / Drama",NA,6,1,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC One","United Kingdom"
"2396","Riverdale","Teen / Drama / Mystery",NA,76,4,NA,NA,NA,"Distribution","Netflix","Film","Original","The CW","United States"
"2397","Scream","Horror / Anthology / Drama",NA,24,2,NA,NA,NA,"Distribution","Netflix","Film","Original","MTV/VH1","United States"
"2398","Secret City","Thriller / Mystery / Drama",NA,12,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Showcase","Australia"
"2399","Shadowhunters"," Drama",NA,55,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Freeform","United States"
"2400","Shooter"," Drama",NA,25,3,NA,NA,NA,"Distribution","Netflix","Film","Original","USA Network","United States"
"2401","Sisters","Family / Drama",NA,7,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Network Ten","Australia"
"2402","Snowpiercer","Dystopian / Thriller / Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","TNT","United States"
"2403","Somewhere Between"," Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","ABC","United States"
"2404","Southcliffe"," Drama",NA,4,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Channel 4","United Kingdom"
"2405","Star Trek: Discovery","Science-Fiction / Drama",NA,39,3,NA,NA,NA,"Distribution","Netflix","Film","Original","CBS All Access","United States"
"2406","Stateless"," Drama",NA,6,NA,NA,NA,NA,"Distribution","Netflix","Film","Original","ABC","Australia"
"2407","Superstition","Supernatural / Drama",NA,12,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Syfy","United States"
"2408","The 100","Action / Drama",NA,100,7,NA,NA,NA,"Distribution","Netflix","Film","Original","The CW","United States"
"2409","The Alienist","Period / Drama",NA,18,2,NA,NA,NA,"Distribution","Netflix","Film","Original","TNT","United States"
"2410","The Expanse","Science-Fiction / Drama",NA,23,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Syfy","United States"
"2411","The Fall","Crime / Drama",NA,17,3,NA,NA,NA,"Distribution","Netflix","Film","Original","RTÉ One/BBC Two","Ireland/United Kingdom"
"2412","The Frankenstein Chronicles","Period / Crime / Drama",NA,12,2,NA,NA,NA,"Distribution","Netflix","Film","Original","ITV Encore","United Kingdom"
"2413","The Missing","Psychological / Drama",NA,22,3,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC One/Starz","United States/United Kingdom"
"2414","The Mist","Horror / Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","Spike","United States"
"2415","The Returned"," Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","A&E","United States"
"2416","The Sinner"," Drama",NA,24,3,NA,NA,NA,"Distribution","Netflix","Film","Original","USA Network","United States"
"2417","The Unlisted","Teen / Drama",NA,15,1,NA,NA,NA,"Distribution","Netflix","Film","Original","ABC1","Australia"
"2418","Titans","Superhero / Drama",NA,24,2,NA,NA,NA,"Distribution","Netflix","Film","Original","DC Universe","United States"
"2419","Unsolved","True / Crime / Drama",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","USA Network","United States"
"2420","Van Helsing","Drama / Horror / Fantasy",NA,52,4,NA,NA,NA,"Distribution","Netflix","Film","Original","Syfy","United States"
"2421","Wanted"," Drama",NA,18,3,NA,NA,NA,"Distribution","Netflix","Film","Original","Seven Network","Australia"
"2422","Champions","Dramedy / Comedy",NA,10,1,NA,NA,NA,"Distribution","Netflix","Film","Original","NBC","United States"
"2423","Chewing Gum","Sitcom / Comedy",NA,12,2,NA,NA,NA,"Distribution","Netflix","Film","Original","E4","United Kingdom"
"2424","Cuckoo"," Comedy",NA,33,5,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC Three","United Kingdom"
"2425","Derry Girls"," Comedy",NA,12,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Channel 4","United Kingdom"
"2426","Great News"," Comedy",NA,23,2,NA,NA,NA,"Distribution","Netflix","Film","Original","NBC","United States"
"2427","Marlon","Sitcom / Comedy",NA,20,2,NA,NA,NA,"Distribution","Netflix","Film","Original","NBC","United States"
"2428","Pompidou"," Comedy",NA,6,1,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC Two","United Kingdom"
"2429","Pup Academy","Children / Comedy",NA,19,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Disney Channel/TVOntario","United States/Canada"
"2430","Sick Note","Sitcom / Comedy",NA,14,2,NA,NA,NA,"Distribution","Netflix","Film","Original","Sky One","United Kingdom"
"2431","Some Assembly Required","Teen / Sitcom / Comedy",NA,57,3,NA,NA,NA,"Distribution","Netflix","Film","Original","YTV","Canada"
"2432","The Good Place","Fantasy / Sitcom / Comedy",NA,50,4,NA,NA,NA,"Distribution","Netflix","Film","Original","NBC","United States"
"2433","The Indian Detective"," Comedy",NA,4,1,NA,NA,NA,"Distribution","Netflix","Film","Original","CTV","Canada"
"2434","The InBESTigators","Children / Comedy",NA,20,2,NA,NA,NA,"Distribution","Netflix","Film","Original","ABC Me","Australia"
"2435","White Gold"," Comedy",NA,12,2,NA,NA,NA,"Distribution","Netflix","Film","Original","BBC Two","United Kingdom"
"2436","Workin' Moms"," Comedy",NA,47,4,NA,NA,NA,"Distribution","Netflix","Film","Original","CBC","Canada"
"2437","You Me Her","Romantic / Comedy",NA,50,5,NA,NA,NA,"Distribution","Netflix","Film","Original","Audience Network","United States"
"2438","Close Enough","Animated / Sitcom / Adult / Animation",NA,8,1,NA,NA,"English","Distribution","Netflix","Film","Original","HBO Max","United States"
"2439","Exorcist","Dramedy / Adult / Animation",NA,39,3,NA,NA,"Polish","Distribution","Netflix","Film","Original","Unknown","Poland"
"2440","Final Space","Dramedy / Science / Fiction / Adult / Animation",NA,23,2,NA,NA,"English","Distribution","Netflix","Film","Original","TBS","United States"
"2441","Mike Tyson Mysteries","Adventure / Comedy / Adult / Animation",NA,70,4,NA,NA,"English","Distribution","Netflix","Film","Original","Adult Swim","United States"
"2442","Pacific Heat","Animated / Sitcom / Adult / Animation",NA,13,1,NA,NA,"English","Distribution","Netflix","Film","Original","The Comedy Channel","Australia"
"2443","Scissor Seven","Comedy / Wuxia / Adult / Animation",NA,24,2,NA,NA,"Mandarin/Cantonese","Distribution","Netflix","Film","Original","Unknown","China"
"2444","Ajin: Demi-Human"," Anime",NA,26,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","MBS","Japan"
"2445","Back Street Girls"," Anime",NA,10,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS11","Japan"
"2446","Beastars"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2447","BNA: Brand New Animal"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2448","Carole & Tuesday"," Anime",NA,24,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2449","Children of the Whales"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, Sun TV, KBS Kyoto, BS11","Japan"
"2450","Cyborg 009: Call of Justice"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","DVD release","Japan"
"2451","Dorohedoro"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX","Japan"
"2452","Dragon Pilot: Hisone and Masotan"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS Fuji, GBS","Japan"
"2453","Drifting Dragons"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2454","Fate/Apocrypha"," Anime",NA,25,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS11, GTV, GYT, MBS","Japan"
"2455","Fate/Extra Last Encore"," Anime",NA,13,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS11, GTV, GYT, MBS","Japan"
"2456","Forest of Piano"," Anime",NA,24,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","NHK","Japan"
"2457","Glitter Force"," Anime",NA,40,2,NA,NA,"English","Distribution","Netflix","Film","Original","TV Asahi","Japan"
"2458","Glitter Force Doki Doki"," Anime",NA,30,2,NA,NA,"English","Distribution","Netflix","Film","Original","TV Asahi","Japan"
"2459","Great Pretender"," Anime",NA,23,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2460","Hi Score Girl"," Anime",NA,24,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS11, ATV, MBS","Japan"
"2461","ID-0"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, Sun TV, KBS, BS 11","Japan"
"2462","Ingress: The Animation"," Anime",NA,11,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2463","Kabaneri of the Iron Fortress: The Battle of Unato"," Anime",NA,3,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Released as a film","Japan"
"2464","Kakegurui"," Anime",NA,24,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, MBS, BS11, RKB, TV Aichi","Japan"
"2465","Knights of Sidonia"," Anime",NA,24,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","MBS","Japan"
"2466","Kuroko's Basketball"," Anime",NA,75,3,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, MBS, BS11","Japan"
"2467","Kuromukuro"," Anime",NA,26,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","AT-X/Tokyo MX/BS11/Sun TV/KBS/TUT","Japan"
"2468","Last Hope"," Anime",NA,26,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX","Japan"
"2469","Little Witch Academia"," Anime",NA,25,2,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS11, KTV","Japan"
"2470","Magi: Adventure of Sinbad"," Anime",NA,13,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","TBS","Japan"
"2471","Pokémon Journeys: The Series"," Anime",NA,36,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","TV Tokyo","Japan"
"2472","Revisions"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Fuji TV","Japan"
"2473","Sirius the Jaeger"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS11","Japan"
"2474","The Seven Deadly Sins"," Anime",NA,76,4,NA,NA,"Japanese","Distribution","Netflix","Film","Original","TBS, MBS, JNN","Japan"
"2475","Teasing Master Takagi-san (season 2)"," Anime",NA,12,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, AT-X","Japan"
"2476","Ultramarine Magmell"," Anime",NA,13,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX, BS Fuji","Japan"
"2477","Violet Evergarden"," Anime",NA,13,1,NA,NA,"Japanese","Distribution","Netflix","Film","Original","Tokyo MX/TV Aichi/ABC/BS11","Japan"
"2478","Chip and Potato","Children / S / Television / Family",NA,20,2,NA,NA,"English","Distribution","Netflix","Film","Original","Family Jr.","Canada"
"2479","Danger Mouse","Action / Adventure / Children / Family",NA,50,2,NA,NA,"English","Distribution","Netflix","Film","Original","CBBC","United Kingdom"
"2480","Fabeltjeskrant","Children / S / Television / Family",NA,4,1,NA,NA,"Dutch","Distribution","Netflix","Film","Original","NOS","Netherlands"
"2481","Inspector Gadget","Action / Adventure / Children / Family",NA,52,4,NA,NA,"English","Distribution","Netflix","Film","Original","Teletoon","Canada"
"2482","Puffin Rock","Children / S / Television / Family",NA,26,2,NA,NA,"English","Distribution","Netflix","Film","Original","RTÉjr","Ireland"
"2483","Treehouse Detectives","Children / S / Television / Family",NA,10,1,NA,NA,"Korean","Distribution","Netflix","Film","Original","KBS","South Korea"
"2484","Wakfu","Fantasy / Adventure / Children / Family",NA,65,3,NA,NA,"French","Distribution","Netflix","Film","Original","France 3","France"
"2485","Justice: Qalb Al Adala"," Drama",NA,18,1,NA,NA,"Arabic","Distribution","Netflix","Film","Original","OSN Ya Hala Al Oula","Dubai"
"2486","Whispers"," Thriller",NA,8,NA,NA,NA,"Arabic","Distribution","Netflix","Film","Original","Unknown","Saudi Arabia"
"2487","If I Hadn't Met You"," Fantasy",NA,10,1,NA,NA,"Catalan","Distribution","Netflix","Film","Original","TV3","Spain"
"2488","Merlí"," Drama",NA,40,3,NA,NA,"Catalan","Distribution","Netflix","Film","Original","TV3","Spain"
"2489","The Hockey Girls"," Comedy",NA,13,1,NA,NA,"Catalan","Distribution","Netflix","Film","Original","TV3","Spain"
"2490","Welcome to the Family","Dark / Comedy",NA,13,1,NA,NA,"Catalan","Distribution","Netflix","Film","Original","TV3","Spain"
