Title,Genre,Premiere
Kingdom: Ashin of the North,Korean language fantasy,2021
Shaun the Sheep: A Winter's Tale,Animation,2021
Trollhunters: Rise of the Titans,Animation,2021
Untitled Johnny Test interactive special,Animation/interactive fiction,2021
Ferry (Special film of Undercover),Dutch language crime drama,TBA
The Witcher: Nightmare of the Wolf,Animation,TBA
Untitled Hilda film,Animation,TBA
Wonderoos: Holiday Holiday!,Animation,TBA
