"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"1800","Bigbug","Science-Fiction",NA,NA,NA,NA,NA,"French","Development","Netflix","Film","Original",NA,NA
"1801","Bird Box 2","Psychological / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1802","Black Island","Thriller",NA,NA,NA,NA,NA,"German","Development","Netflix","Film","Original",NA,NA
"1803","Black Stallions","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1804","Button Man","Crime / Drama / Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1805","Carmen Sandiego","Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1806","Carnaval","TBA",NA,NA,NA,NA,NA,"Portuguese","Development","Netflix","Film","Original",NA,NA
"1807","Caste","Historical / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1808","Centauro","Action / Thriller",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"1809","Cobalt Blue","Romantic / Drama",NA,NA,NA,NA,NA,"Hindi","Development","Netflix","Film","Original",NA,NA
"1810","Cocaine Hippos","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1811","Cold Warrior","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1812","Dark Days at the Magna Carta","Post-apocalyptic / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1813","Day Shift","Fantasy / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1814","Dead or Alive","Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1815","Death and the King's Horseman","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1816","Damsel","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1817","Dial A for Aunties","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1818","Distancia de Rescate","Drama",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"1819","Dorothy & Alice","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1820","Dr. Rapp","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1821","Dragon's Lair","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1822","Empress","Science-Fiction-adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1823","En passant pécho","Comedy",NA,NA,NA,NA,NA,"French","Development","Netflix","Film","Original",NA,NA
"1824","End of the Road","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1825","Exit West","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1826","Failsafe","Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1827","Faun","Supernatural / Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1828","First Ladies","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1829","Flash Boys","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1830","Fondeados","TBA",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"1831","Forty Acres","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1832","Freedom","Drama",NA,NA,NA,NA,NA,"Hindi","Development","Netflix","Film","Original",NA,NA
"1833","Fuimos canciones","TBA",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"1834","Fuzzy Towers","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1835","Girls & Boys","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1836","Hamlet","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1837","Harvey","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1838","Hello America","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1839","Hello, Universe","Family",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1840","Here Comes the Flood","Heist / Romance",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1841","High in the Clouds","Animation / Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1842","Hometown","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1843","Huck","Science-Fiction / Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1844","Humbug","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1845","Hummingbird Salamander","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1846","Hustle","Sports",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1847","Idol","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1848","Intrusion","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1849","Ivy & Bean","Children / S / Film",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1850","Janet","Biopic",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1851","John Henry and the Statesmen","Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1852","Kate","Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1853","Kid Alpha One","Action",NA,NA,NA,NA,NA,"Filipino","Development","Netflix","Film","Original",NA,NA
"1854","Kingdom Come","Heist",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1855","Lady Business","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1856","Last Sons of America","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1857","Leave the World Behind","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1858","Life Sentence","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1859","Little Nemo in Slumberland","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1860","Lou","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1861","Love Hard","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1862","Love Me So Much","Drama",NA,NA,NA,NA,NA,"Turkish","Development","Netflix","Film","Original",NA,NA
"1863","Maestro","Biopic",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1864","Metal Lords","Musical / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1865","Mika Model","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1866","Mimi from Rio","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1867","Monster","Drama",NA,NA,NA,1,1,"English","Development","Netflix","Film","Original",NA,NA
"1868","Most Dangerous Game","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1869","Mr. Harrigan's Phone","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1870","Navarasa","Anthology / Film",NA,NA,NA,NA,NA,"Tamil","Development","Netflix","Film","Original",NA,NA
"1871","Nightbooks","Fantasy / Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1872","Night Teeth","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1873","No One Gets Out Alive","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1874","Old Man's War","Science-Fiction / War / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1875","Once and For All","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1876","Once Upon a Time in Shaolin","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1877","Our Man in New Jersey","Spy / Film",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1878","Parts","Animation / Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1879","Pashmina","Animation / Adventure / Fantasy / Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1880","Past Midnight","Superhero / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1881","Prey","Thriller",NA,NA,NA,NA,NA,"German","Development","Netflix","Film","Original",NA,NA
"1882","Prodigy","Superhero / Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1883","Pyros","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1884","Quartermaster","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1885","Quem Nunca?","TBA",NA,NA,NA,NA,NA,"Portuguese","Development","Netflix","Film","Original",NA,NA
"1886","Rebel Ridge","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1887","Reborn","Science / Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1888","Redd Zone","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1889","Running with Sherman","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1890","Scarlet","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1891","Sentinelle","Action",NA,NA,NA,NA,NA,"French","Development","Netflix","Film","Original",NA,NA
"1892","Sexcastle","Action / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1893","Sharkey the Bounty Hunter","Science-Fiction / Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1894","Sherlock Junior","Mystery",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1895","Shoe Dog","Biopic",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1896","Six Years","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1897","Spaceman of Bohemia","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1898","Spiderhead","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1899","Strangers","Dark / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1900","Super-Normal","Superhero-Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1901","Tell Me Everything","Mystery / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1902","The Adam Project","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1903","The Battle of the Scheldt","War / Drama",NA,NA,NA,NA,NA,"Dutch","Development","Netflix","Film","Original",NA,NA
"1904","The Beast","Horror",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"1905","The Boys' Club","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1906","The Cactus","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1907","The Chameleon","Psychological / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1908","The Cipher","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1909","The Council","Crime / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1910","The Division","Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1911","The Girls I've Been","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1912","The Good Nurse","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1913","The Gray Man","Spy / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1914","The Guilty","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1915","The Hand of God","Drama",NA,NA,NA,NA,NA,"Italian","Development","Netflix","Film","Original",NA,NA
"1916","The Harder They Fall","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1917","The Helicopter Heist","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1918","The Hills Have Eyes for You","Romantic / Comedy-horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1919","The Hunchback of Notre Dame","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1920","The Last","Multilingual / Post / Apocalyptic / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1921","The Last Mercenary","Action / Comedy",NA,NA,NA,NA,NA,"French","Development","Netflix","Film","Original",NA,NA
"1922","The Legend of Cocaine Island","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1923","The Magician's Elephant","Animation",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1924","The Noel Diary","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1925","The Ogun","Action / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1926","The Other","Anthology / Film",NA,NA,NA,NA,NA,"Hindi","Development","Netflix","Film","Original",NA,NA
"1927","The Other Mrs.","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1928","The Outlaw Ocean","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1929","The Perfect Find","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1930","The School for Good and Evil","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1931","The Selection","Coming-of-age / Science-fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1932","The Shambling Guide","Urban / Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1933","The Stand Off","Period / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1934","The Starling","Dramedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1935","The Three Musketeers","Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1936","The Unsound","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1937","The Upper World","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1938","The Watcher","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1939","The Wicked Deep","Horror / Romance / Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1940","Thelma the Unicorn","Animation / Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1941","They Cloned Tyrone","Science-Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1942","Things Heard and Seen","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1943","This Lullaby","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1944","Thunder Force","Superhero-Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1945","To All the Boys: Always and Forever, Lara Jean","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1946","Transatlantic 473","Thriller",NA,NA,NA,NA,NA,"German","Development","Netflix","Film","Original",NA,NA
"1947","Treffen sich vier","Drama",NA,NA,NA,NA,NA,"German","Development","Netflix","Film","Original",NA,NA
"1948","Tribhanga – Tedhi Medhi Crazy","Comedy",NA,NA,NA,NA,NA,"Hindi","Development","Netflix","Film","Original",NA,NA
"1949","Trigger Warning","Action / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1950","True Spirit","Biopic",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1951","Tunga","Animation / Adventure / Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1952","Uglies","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1953","Untitled action comedy starring Vince Vaughn","Action / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1954","Untitled Adam Sandler film","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1955","Untitled Adam Sandler film","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1956","Untitled Adam Sandler film","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1957","Untitled Adam Sandler film","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1958","Untitled Adam Sandler film","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1959","Untitled Army of the Dead prequel","Zombie / Film",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1960","Untitled Ava DuVernay film","Buddy / Film",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1961","Untitled Beverly Hills Cop sequel","Action / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1962","Untitled Beyond Good & Evil film","Hybrid / Live-action / Animation",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1963","Untitled Bright sequel","Urban / Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1964","Untitled Chris Nee film","TBA",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1965","Untitled Death Note sequel","Horror / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1966","Untitled Extraction sequel","Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
