"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"805","Turbo Fast","Children / Kids / Family",2013-12-24,52,3,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"806","VeggieTales in the House","Children / Kids / Family",2014-11-26,52,4,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"807","All Hail King Julien","Children / Kids / Family",2014-12-19,65,5,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"808","The Adventures of Puss in Boots","Children / Kids / Family",2015-01-16,78,6,22,24,NA,"Ended","Netflix","Series","Original",NA,NA
"809","Ever After High","Children / Kids / Family",2015-02-06,17,5,23,47,NA,"Ended","Netflix","Series","Original",NA,NA
"810","Dragons: Race to the Edge","Children / Kids / Family",2015-06-26,78,6,22,23,NA,"Ended","Netflix","Series","Original",NA,NA
"811","Dinotrux","Children / Kids / Family",2015-08-14,52,5,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"812","The Mr. Peabody & Sherman Show","Children / Kids / Family",2015-10-09,52,4,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"813","Popples","Children / Kids / Family",2015-10-30,26,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"814","Care Bears and Cousins","Children / Kids / Family",2015-11-06,12,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"815","Dawn of the Croods","Children / Kids / Family",2015-12-24,52,4,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"816","Lego Bionicle: The Journey to One","Children / Kids / Family",2016-03-04,5,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"817","Lego Friends: The Power of Friendship","Children / Kids / Family",2016-03-04,4,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"818","Kong: King of the Apes","Children / Kids / Family",2016-04-15,23,2,22,85,NA,"Ended","Netflix","Series","Original",NA,NA
"819","Voltron: Legendary Defender","Children / Kids / Family",2016-06-10,78,8,23,68,NA,"Ended","Netflix","Series","Original",NA,NA
"820","Justin Time GO!","Children / Kids / Family",2016-06-24,13,1,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"821","Home: Adventures with Tip & Oh","Children / Kids / Family",2016-07-29,52,4,22,24,NA,"Ended","Netflix","Series","Original",NA,NA
"822","Ask the StoryBots","Children / Kids / Family",2016-08-12,22,3,20,29,NA,"Ended","Netflix","Series","Original",NA,NA
"823","Kulipari: An Army of Frogs","Children / Kids / Family",2016-09-02,13,1,22,23,NA,"Ended","Netflix","Series","Original",NA,NA
"824","Skylanders Academy","Children / Kids / Family",2016-10-28,38,3,24,44,NA,"Ended","Netflix","Series","Original",NA,NA
"825","World of Winx","Children / Kids / Family",2016-11-04,26,2,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"826","Luna Petunia","Children / Kids / Family",2016-12-09,22,3,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"827","Trollhunters: Tales of Arcadia","Children / Kids / Family",2016-12-23,52,3,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"828","Edgar Rice Burroughs' Tarzan and Jane","Children / Kids / Family",2017-01-06,13,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"829","We're Lalaloopsy","Children / Kids / Family",2017-01-10,13,1,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"830","VeggieTales in the City","Children / Kids / Family",2017-02-24,26,2,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"831","Legend Quest","Children / Kids / Family",2017-02-24,13,1,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"832","Buddy Thunderstruck","Children / Kids / Family",2017-03-10,12,1,13,24,NA,"Ended","Netflix","Series","Original",NA,NA
"833","Spirit Riding Free","Children / Kids / Family",2017-05-05,52,8,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"834","All Hail King Julien: Exiled","Children / Kids / Family",2017-05-12,13,1,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"835","True and the Rainbow Kingdom","Children / Kids / Family",2017-08-11,19,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"836","Lego Elves: Secrets of Elvendale","Children / Kids / Family",2017-09-01,8,1,24,25,NA,"Ended","Netflix","Series","Original",NA,NA
"837","The Magic School Bus Rides Again","Children / Kids / Family",2017-09-29,26,2,25,25,NA,"Ended","Netflix","Series","Original",NA,NA
"838","Super Monsters","Children / Kids / Family",2017-10-13,22,3,22,24,NA,"Ended","Netflix","Series","Original",NA,NA
"839","Dinotrux Supercharged","Children / Kids / Family",2017-11-10,26,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"840","Stretch Armstrong and the Flex Fighters","Children / Kids / Family",2017-11-17,23,2,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"841","Trolls: The Beat Goes On!","Children / Kids / Family",2018-01-19,52,8,24,25,NA,"Ended","Netflix","Series","Original",NA,NA
"842","Llama Llama","Children / Kids / Family",2018-01-26,25,2,24,25,NA,"Ended","Netflix","Series","Original",NA,NA
"843","Luna Petunia: Return to Amazia","Children / Kids / Family",2018-02-02,11,2,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"844","Spy Kids: Mission Critical","Children / Kids / Family",2018-04-20,20,2,23,25,NA,"Ended","Netflix","Series","Original",NA,NA
"845","Dance & Sing with True","Children / Kids / Family",2018-05-18,11,NA,2,2,NA,"Ended","Netflix","Series","Original",NA,NA
"846","The Hollow","Children / Kids / Family",2018-06-08,20,2,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"847","True: Magical Friends","Children / Kids / Family",2018-06-15,5,1,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"848","True: Wonderful Wishes","Children / Kids / Family",2018-06-15,5,1,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"849","Harvey Girls Forever!","Children / Kids / Family",2018-06-29,52,4,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"850","The Epic Tales of Captain Underpants","Children / Kids / Family",2018-07-13,39,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"851","Cupcake & Dino: General Services","Children / Kids / Family",2018-07-27,26,2,22,23,NA,"Ended","Netflix","Series","Original",NA,NA
"852","Super Monsters Monster Party","Children / Kids / Family",2018-09-14,4,NA,2,2,NA,"Ended","Netflix","Series","Original",NA,NA
"853","Larva Island","Children / Kids / Family",2018-10-19,26,2,8,8,NA,"Ended","Netflix","Series","Original",NA,NA
"854","She-Ra and the Princesses of Power","Children / Kids / Family",2018-11-13,52,5,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"855","Kulipari: Dream Walker","Children / Kids / Family",2018-11-20,10,1,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"856","Motown Magic","Children / Kids / Family",2018-11-20,51,2,15,26,NA,"Ended","Netflix","Series","Original",NA,NA
"857","3Below: Tales of Arcadia","Children / Kids / Family",2018-12-21,26,2,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"858","Pinky Malinky","Children / Kids / Family",2019-01-01,59,3,12,23,NA,"Ended","Netflix","Series","Original",NA,NA
"859","Charlie's Colorforms City","Children / Kids / Family",2019-03-22,13,1,25,25,NA,"Ended","Netflix","Series","Original",NA,NA
"860","Super Monsters Monster Pets","Children / Kids / Family",2019-06-07,5,1,9,12,NA,"Ended","Netflix","Series","Original",NA,NA
"861","True Tunes","Children / Kids / Family",2019-07-12,8,NA,3,3,NA,"Ended","Netflix","Series","Original",NA,NA
"862","Twelve Forever","Children / Kids / Family",2019-07-29,25,1,14,24,NA,"Ended","Netflix","Series","Original",NA,NA
"863","Spirit Riding Free: Pony Tales","Children / Kids / Family",2019-08-09,10,NA,4,24,NA,"Ended","Netflix","Series","Original",NA,NA
"864","Legend Quest: Masters of Myth","Children / Kids / Family",2019-10-05,13,1,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"865","Mighty Little Bheem: Diwali","Children / Kids / Family",2019-10-18,3,NA,6,7,NA,"Ended","Netflix","Series","Original",NA,NA
"866","Kipo and the Age of Wonderbeasts","Children / Kids / Family",2020-01-14,30,3,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"867","Jinn","Fantasy / Adventure",2019-06-13,5,1,25,47,"Arabic","Ended","Netflix","Series","Original",NA,NA
"868","Dollar","Thriller",2019-08-08,15,1,39,45,"Arabic","Ended","Netflix","Series","Original",NA,NA
"869","The Rain","Post-apocalyptic / Drama",2018-05-04,20,3,35,49,"Danish","Ended","Netflix","Series","Original",NA,NA
"870","Marseille","Political / Drama",2016-05-05,16,2,35,53,"French","Ended","Netflix","Series","Original",NA,NA
"871","Osmosis","Science-Fiction / Drama",2019-03-29,8,1,41,45,"French","Ended","Netflix","Series","Original",NA,NA
"872","Marianne","Horror / Drama",2019-09-13,8,1,37,52,"French","Ended","Netflix","Series","Original",NA,NA
"873","Criminal: France","Police / Anthology",2019-09-20,3,1,38,43,"French","Ended","Netflix","Series","Original",NA,NA
"874","Dark","Science-Fiction",2017-12-01,26,3,45,73,"German","Ended","Netflix","Series","Original",NA,NA
"875","Dogs of Berlin","Drama",2018-12-07,10,1,51,62,"German","Ended","Netflix","Series","Original",NA,NA
"876","Criminal: Germany","Police / Anthology",2019-09-20,3,1,41,46,"German","Ended","Netflix","Series","Original",NA,NA
"877","Skylines","Drama",2019-09-27,6,1,47,66,"German","Ended","Netflix","Series","Original",NA,NA
"878","We Are the Wave","Drama",2019-11-01,6,1,45,53,"German","Ended","Netflix","Series","Original",NA,NA
"879","Holiday Secrets","Drama",2019-11-20,3,NA,34,42,"German","Ended","Netflix","Series","Original",NA,NA
"880","Sacred Games","Drama",2018-07-06,16,2,43,58,"Hindi","Ended","Netflix","Series","Original",NA,NA
"881","Ghoul","Horror",2018-08-24,3,NA,44,50,"Hindi","Ended","Netflix","Series","Original",NA,NA
"882","Selection Day","Drama",2018-12-28,12,1,19,28,"Hindi","Ended","Netflix","Series","Original",NA,NA
"883","Leila","Drama",2019-06-14,6,1,40,54,"Hindi","Ended","Netflix","Series","Original",NA,NA
"884","Typewriter","Horror",2019-07-19,5,1,43,52,"Hindi","Ended","Netflix","Series","Original",NA,NA
"885","Bard of Blood","Espionage / Thriller",2019-09-27,7,1,41,50,"Hindi","Ended","Netflix","Series","Original",NA,NA
"886","Suburra: Blood on Rome","Crime / Drama",2017-10-06,24,3,40,53,"Italian","Ended","Netflix","Series","Original",NA,NA
"887","Baby","Drama",2018-11-30,18,3,40,51,"Italian","Ended","Netflix","Series","Original",NA,NA
"888","Blazing Transfer Students","Action / Comedy",2017-11-10,8,1,23,28,"Japanese","Ended","Netflix","Series","Original",NA,NA
"889","Jimmy: The True Story of a True Idiot","Comedy",2018-07-20,9,1,39,64,"Japanese","Ended","Netflix","Series","Original",NA,NA
"890","Switched","Science-Fiction",2018-08-01,6,1,33,44,"Japanese","Ended","Netflix","Series","Original",NA,NA
"891","The Forest of Love: Deep Cut","Drama",2020-04-30,7,NA,31,51,"Japanese","Ended","Netflix","Series","Original",NA,NA
"892","My Only Love Song","Comedy",2017-06-09,20,1,27,30,"Korean","Ended","Netflix","Series","Original",NA,NA
"893","YG Future Strategy Office","Comedy",2018-10-05,8,1,20,29,"Korean","Ended","Netflix","Series","Original",NA,NA
"894","My First First Love","Romantic / Comedy",2019-04-18,16,2,42,56,"Korean","Ended","Netflix","Series","Original",NA,NA
"895","My Holo Love","Science-Fiction / Romance",2020-02-07,12,NA,49,57,"Korean","Ended","Netflix","Series","Original",NA,NA
"896","Nowhere Man","Thriller",2019-10-31,8,1,33,67,"Mandarin","Ended","Netflix","Series","Original",NA,NA
"897","Triad Princess","Crime / Drama / Romance",2019-12-06,6,1,35,47,"Mandarin","Ended","Netflix","Series","Original",NA,NA
"898","1983","Spy / Thriller",2018-11-30,8,1,50,63,"Polish","Ended","Netflix","Series","Original",NA,NA
"899","3%","Science-Fiction",2016-11-25,33,4,36,74,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"900","The Mechanism","Crime / Drama",2018-03-23,16,2,39,55,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"901","Samantha!","Comedy",2018-07-06,14,2,24,37,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"902","The Chosen One","Thriller / Drama",2019-06-28,12,2,40,54,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"903","Brotherhood","Crime / Drama",2019-10-25,8,1,47,57,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"904","Nobody's Looking","Comedy / Drama",2019-11-22,8,1,19,30,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"905","Club de Cuervos","Dramedy",2015-08-07,45,4,36,94,"Spanish","Ended","Netflix","Series","Original",NA,NA
"906","Estocolmo","Crime / Drama",2016-11-11,13,1,37,49,"Spanish","Ended","Netflix","Series","Original",NA,NA
"907","Ingobernable","Political / Drama",2017-03-24,27,2,32,50,"Spanish","Ended","Netflix","Series","Original",NA,NA
"908","Cable Girls","Period / Drama",2017-04-28,42,5,35,63,"Spanish","Ended","Netflix","Series","Original",NA,NA
"909","Edha","Drama",2018-03-16,10,1,38,43,"Spanish","Ended","Netflix","Series","Original",NA,NA
"910","Club de Cuervos Presents: The Ballad of Hugo Sánchez","Comedy",2018-06-17,6,1,29,37,"Spanish","Ended","Netflix","Series","Original",NA,NA
"911","The House of Flowers","Comedy",2018-08-10,33,3,24,40,"Spanish","Ended","Netflix","Series","Original",NA,NA
"912","Wild District","Crime / Drama",2018-10-19,20,2,40,50,"Spanish","Ended","Netflix","Series","Original",NA,NA
"913","Crime Diaries: The Candidate","Crime / Anthology",2019-03-22,8,NA,32,48,"Spanish","Ended","Netflix","Series","Original",NA,NA
"914","Crime Diaries: Night Out","Crime / Anthology",2019-05-03,8,NA,38,48,"Spanish","Ended","Netflix","Series","Original",NA,NA
"915","High Seas","Mystery / Period / Drama",2019-05-24,22,3,38,49,"Spanish","Ended","Netflix","Series","Original",NA,NA
"916","Yankee","Drama",2019-06-14,25,1,36,44,"Spanish","Ended","Netflix","Series","Original",NA,NA
"917","Green Frontier","Crime / Drama / Thriller",2019-08-16,8,NA,30,48,"Spanish","Ended","Netflix","Series","Original",NA,NA
"918","Criminal: Spain","Police / Anthology",2019-09-20,3,1,39,41,"Spanish","Ended","Netflix","Series","Original",NA,NA
"919","The Club","Comedy",2019-11-15,25,1,26,37,"Spanish","Ended","Netflix","Series","Original",NA,NA
"920","Three Days of Christmas","Drama",2019-12-06,3,NA,54,67,"Spanish","Ended","Netflix","Series","Original",NA,NA
"921","Quicksand","Crime / Drama",2019-04-05,6,1,41,49,"Swedish","Ended","Netflix","Series","Original",NA,NA
"922","The Stranded","Fantasy / Drama",2019-11-14,7,1,46,53,"Thai","Ended","Netflix","Series","Original",NA,NA
"923","The Protector","Supernatural / Mystery",2018-12-14,32,4,31,51,"Turkish","Ended","Netflix","Series","Original",NA,NA
"924","Chef's Table","Culinary / Art / Documentary",2015-04-26,30,6,42,58,"English","Ended","Netflix","Series","Original",NA,NA
"925","Making a Murderer","Crime / Drama / Documentary",2015-12-18,20,2,47,77,"English","Ended","Netflix","Series","Original",NA,NA
"926","Chelsea Does","Comedy / Documentary",2016-01-23,4,1,62,74,"English","Ended","Netflix","Series","Original",NA,NA
"927","Cooked","Culinary / Art / Documentary",2016-02-19,4,NA,50,58,"English","Ended","Netflix","Series","Original",NA,NA
"928","Last Chance U","Sport / Documentary",2016-07-29,38,5,46,76,"English","Ended","Netflix","Series","Original",NA,NA
"929","Fearless","Sport / Documentary",2016-08-19,6,NA,50,58,"English","Ended","Netflix","Series","Original",NA,NA
"930","Chef's Table: France","Culinary / Art / Documentary",2016-09-02,4,1,41,54,"English","Ended","Netflix","Series","Original",NA,NA
"931","Roman Empire","Historical / Drama / Documentary",2016-11-11,15,3,38,48,"English","Ended","Netflix","Series","Original",NA,NA
"932","Captive","Documentary",2016-12-09,8,NA,59,73,"English","Ended","Netflix","Series","Original",NA,NA
"933","Abstract: The Art of Design","Biography / Documentary",2017-02-10,14,2,41,48,"English","Ended","Netflix","Series","Original",NA,NA
"934","QB1: Beyond the Lights","Sport / Documentary",2017-02-13,30,3,28,41,"English","Ended","Netflix","Series","Original",NA,NA
"935","Five Came Back","Historical / Drama / Documentary",2017-03-31,3,NA,59,69,"English","Ended","Netflix","Series","Original",NA,NA
"936","Hot Girls Wanted: Turned On","Documentary",2017-04-21,6,NA,41,58,"English","Ended","Netflix","Series","Original",NA,NA
"937","The Keepers","Crime / Drama / Documentary",2017-05-19,7,NA,56,66,"English","Ended","Netflix","Series","Original",NA,NA
"938","Daughters of Destiny","Documentary",2017-07-28,4,NA,56,65,"English","Ended","Netflix","Series","Original",NA,NA
"939","Fire Chasers","Documentary",2017-09-08,4,NA,50,58,"English","Ended","Netflix","Series","Original",NA,NA
"940","The Confession Tapes","True / Crime / Documentary",2017-09-08,11,2,41,54,"English","Ended","Netflix","Series","Original",NA,NA
"941","The Day I Met El Chapo","Biography / Documentary",2017-10-20,3,1,48,61,"Spanish","Ended","Netflix","Series","Original",NA,NA
"942","Shot in the Dark","True / Crime / Documentary",2017-11-17,8,1,34,41,"English","Ended","Netflix","Series","Original",NA,NA
"943","Wormwood","Psychological / Drama / Documentary",2017-12-15,NA,NA,41,48,"English","Ended","Netflix","Series","Original",NA,NA
"944","72 Dangerous Animals: Latin America","Nature / Documentary",2017-12-22,12,1,41,46,"English","Ended","Netflix","Series","Original",NA,NA
"945","Dope","Documentary",2017-12-22,12,3,36,48,"English","Ended","Netflix","Series","Original",NA,NA
"946","The Toys That Made Us","Documentary",2017-12-22,12,3,43,51,"English","Ended","Netflix","Series","Original",NA,NA
"947","Rotten","Documentary",2018-01-05,12,2,48,63,"English","Ended","Netflix","Series","Original",NA,NA
"948","Drug Lords","Documentary",2018-01-19,8,2,42,47,"English","Ended","Netflix","Series","Original",NA,NA
"949","Coach Snoop","Sport / Documentary",2018-02-02,8,1,28,30,"English","Ended","Netflix","Series","Original",NA,NA
"950","First Team: Juventus","Sport / Documentary",2018-02-16,6,1,37,42,"English","Ended","Netflix","Series","Original",NA,NA
"951","Flint Town","Documentary",2018-03-02,8,NA,35,48,"English","Ended","Netflix","Series","Original",NA,NA
"952","Girls Incarcerated","Documentary",2018-03-02,16,2,37,47,"English","Ended","Netflix","Series","Original",NA,NA
"953","Wild Wild Country","Documentary",2018-03-16,6,NA,64,72,"English","Ended","Netflix","Series","Original",NA,NA
"954","Rapture","Documentary",2018-03-30,8,1,52,63,"English","Ended","Netflix","Series","Original",NA,NA
"955","Bobby Kennedy for President","History / Documentary",2018-04-27,NA,NA,59,66,"English","Ended","Netflix","Series","Original",NA,NA
"956","Evil Genius: The True Story of America's Most Diabolical Bank Heist","True / Crime / Documentary",2018-05-11,4,NA,46,54,"English","Ended","Netflix","Series","Original",NA,NA
"957","Explained","Documentary",2018-05-23,30,2,14,26,"English","Ended","Netflix","Series","Original",NA,NA
"958","November 13: Attack on Paris","Documentary",2018-06-01,3,NA,47,59,"French","Ended","Netflix","Series","Original",NA,NA
"959","Dark Tourist","Travel / Documentary",2018-07-20,8,1,39,42,"English","Ended","Netflix","Series","Original",NA,NA
"960","Marching Orders","Documentary",2018-08-03,12,1,9,14,"English","Ended","Netflix","Series","Original",NA,NA
"961","72 Dangerous Animals: Asia","Nature / Documentary",2018-08-10,12,1,44,48,"English","Ended","Netflix","Series","Original",NA,NA
"962","Afflicted","Documentary",2018-08-10,7,1,37,46,"English","Ended","Netflix","Series","Original",NA,NA
"963","Follow This","Documentary",2018-08-23,20,3,15,20,"English","Ended","Netflix","Series","Original",NA,NA
"964","First and Last","Documentary",2018-09-07,6,1,38,43,"English","Ended","Netflix","Series","Original",NA,NA
"965","Boca Juniors Confidential","Documentary",2018-09-14,4,1,40,44,"Spanish","Ended","Netflix","Series","Original",NA,NA
"966","Salt Fat Acid Heat","Travel / Documentary",2018-10-11,4,NA,40,48,"English","Ended","Netflix","Series","Original",NA,NA
"967","FightWorld","Travel / Documentary",2018-10-12,5,1,41,44,"English","Ended","Netflix","Series","Original",NA,NA
"968","Terrorism Close Calls","Documentary",2018-10-26,10,1,47,49,"English","Ended","Netflix","Series","Original",NA,NA
"969","Medal of Honor","Documentary",2018-11-09,8,1,46,61,"English","Ended","Netflix","Series","Original",NA,NA
"970","Vai Anitta","Documentary",2018-11-16,6,1,25,35,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"971","Inside the Real Narcos","Documentary",2018-12-14,3,1,45,46,"English","Ended","Netflix","Series","Original",NA,NA
"972","The Innocent Man","True / Crime / Documentary",2018-12-14,6,NA,42,52,"English","Ended","Netflix","Series","Original",NA,NA
"973","7 Days Out","Documentary",2018-12-21,6,1,47,48,"English","Ended","Netflix","Series","Original",NA,NA
"974","Murder Mountain","True / Crime / Documentary",2018-12-28,6,1,43,43,"English","Ended","Netflix","Series","Original",NA,NA
"975","Trigger Warning with Killer Mike","Documentary",2019-01-18,6,1,22,27,"English","Ended","Netflix","Series","Original",NA,NA
"976","Conversations with a Killer: The Ted Bundy Tapes","True / Crime / Documentary",2019-01-24,4,NA,51,74,"English","Ended","Netflix","Series","Original",NA,NA
"977","Examination of Conscience","True / Crime / Documentary",2019-01-25,3,1,51,54,"Spanish","Ended","Netflix","Series","Original",NA,NA
"978","Larry Charles' Dangerous World of Comedy","Documentary",2019-02-15,4,1,51,66,"English","Ended","Netflix","Series","Original",NA,NA
"979","Losers","Sport / Documentary",2019-03-01,8,NA,25,37,"English","Ended","Netflix","Series","Original",NA,NA
"980","Cricket Fever: Mumbai Indians","Sport / Documentary",2019-03-01,8,1,33,44,"English","Ended","Netflix","Series","Original",NA,NA
"981","The Disappearance of Madeleine McCann","True / Crime / Documentary",2019-03-15,8,NA,43,65,"English","Ended","Netflix","Series","Original",NA,NA
"982","Our Planet","Nature / Documentary",2019-04-05,8,NA,49,54,"English","Ended","Netflix","Series","Original",NA,NA
"983","Street Food: Asia","Culinary / Art / Documentary",2019-04-26,9,1,30,34,"English","Ended","Netflix","Series","Original",NA,NA
"984","1994","Documentary",2019-05-17,5,NA,44,52,"Spanish","Ended","Netflix","Series","Original",NA,NA
"985","Killer Ratings","Documentary",2019-05-31,7,1,42,58,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"986","The Alcàsser Murders","True / Crime / Documentary",2019-06-14,5,1,53,66,"Spanish","Ended","Netflix","Series","Original",NA,NA
"987","Exhibit A","True / Crime / Documentary",2019-06-28,4,1,29,41,"English","Ended","Netflix","Series","Original",NA,NA
"988","The Last Czars","Documentary",2019-07-03,6,1,42,50,"English","Ended","Netflix","Series","Original",NA,NA
"989","The Family","Documentary",2019-08-09,5,NA,47,54,"English","Ended","Netflix","Series","Original",NA,NA
"990","Happy Jail","Documentary",2019-08-14,5,NA,29,37,"English","Ended","Netflix","Series","Original",NA,NA
"991","Diagnosis","Documentary",2019-08-16,7,1,43,49,"English","Ended","Netflix","Series","Original",NA,NA
"992","The Mind, Explained","Documentary",2019-09-12,5,NA,19,22,"English","Ended","Netflix","Series","Original",NA,NA
"993","Inside Bill's Brain: Decoding Bill Gates","Documentary",2019-09-20,3,NA,51,56,"English","Ended","Netflix","Series","Original",NA,NA
"994","Living Undocumented","Documentary",2019-10-02,6,1,38,46,"English","Ended","Netflix","Series","Original",NA,NA
"995","Unnatural Selection","Documentary",2019-10-18,4,NA,62,70,"English","Ended","Netflix","Series","Original",NA,NA
"996","Breakfast, Lunch & Dinner","Documentary",2019-10-23,4,1,43,44,"English","Ended","Netflix","Series","Original",NA,NA
"997","The Devil Next Door","Documentary",2019-11-04,5,NA,43,52,"English","Ended","Netflix","Series","Original",NA,NA
"998","Maradona in Mexico","Sport / Documentary",2019-11-13,7,NA,26,39,"Spanish","Ended","Netflix","Series","Original",NA,NA
"999","Who Killed Little Gregory?","Documentary",2019-11-20,5,NA,53,69,"French","Ended","Netflix","Series","Original",NA,NA
"1000","Narcoworld: Dope Stories","Documentary",2019-11-22,4,1,39,48,"English","Ended","Netflix","Series","Original",NA,NA
"1001","Broken","Documentary",2019-11-27,4,1,58,61,"English","Ended","Netflix","Series","Original",NA,NA
"1002","The Movies That Made Us","Documentary",2019-11-29,4,1,45,52,"English","Ended","Netflix","Series","Original",NA,NA
"1003","The Confession Killer","True / Crime / Documentary",2019-12-06,5,NA,45,50,"English","Ended","Netflix","Series","Original",NA,NA
"1004","Don't F**k with Cats: Hunting an Internet Killer","True / Crime / Documentary",2019-12-18,3,NA,57,66,"English","Ended","Netflix","Series","Original",NA,NA
"1005","Sex, Explained","Documentary",2020-01-02,6,NA,17,26,"English","Ended","Netflix","Series","Original",NA,NA
"1006","Killer Inside: The Mind of Aaron Hernandez","True / Crime / Documentary",2020-01-15,3,NA,66,67,"English","Ended","Netflix","Series","Original",NA,NA
"1007","Night on Earth","Nature / Documentary",2020-01-29,6,NA,41,53,"English","Ended","Netflix","Series","Original",NA,NA
"1008","The Pharmacist","Documentary",2020-02-05,4,NA,48,61,"English","Ended","Netflix","Series","Original",NA,NA
"1009","The Trials of Gabriel Fernandez","Documentary",2020-02-26,6,NA,47,63,"English","Ended","Netflix","Series","Original",NA,NA
"1010","Tiger King: Murder, Mayhem and Madness","Documentary",2020-03-20,8,NA,41,48,"English","Ended","Netflix","Series","Original",NA,NA
"1011","How to Fix a Drug Scandal","True / Crime / Documentary",2020-04-01,4,NA,47,59,"English","Ended","Netflix","Series","Original",NA,NA
"1012","The Innocence Files","Documentary",2020-04-15,9,NA,51,85,"English","Ended","Netflix","Series","Original",NA,NA
"1013","Coronavirus, Explained","Documentary",2020-04-26,3,NA,20,26,"English","Ended","Netflix","Series","Original",NA,NA
"1014","Jeffrey Epstein: Filthy Rich","Documentary",2020-05-27,4,NA,55,57,"English","Ended","Netflix","Series","Original",NA,NA
"1015","White Rabbit Project","Science / Investigation / Reality",2016-12-09,10,1,45,48,"English","Ended","Netflix","Series","Original",NA,NA
"1016","Chasing Cameron","Celebrity / Reality",2016-12-27,10,1,26,33,"English","Ended","Netflix","Series","Original",NA,NA
"1017","Ultimate Beastmaster","Competition / Reality",2017-02-24,29,3,41,84,"English","Ended","Netflix","Series","Original",NA,NA
"1018","Fastest Car","Motoring / Reality",2018-04-06,15,2,41,52,"English","Ended","Netflix","Series","Original",NA,NA
"1019","Cooking on High","Cooking / Show / Reality",2018-06-22,12,1,13,15,"English","Ended","Netflix","Series","Original",NA,NA
"1020","Amazing Interiors","Reality",2018-07-20,12,1,21,28,"English","Ended","Netflix","Series","Original",NA,NA
"1021","Stay Here","Reality",2018-08-17,8,1,31,33,"English","Ended","Netflix","Series","Original",NA,NA
"1022","Battlefish","Reality",2018-09-21,8,1,38,46,"English","Ended","Netflix","Series","Original",NA,NA
"1023","Made in Mexico","Reality",2018-09-28,8,1,45,54,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1024","Dancing Queen","Celebrity / Reality",2018-10-05,8,1,38,46,"English","Ended","Netflix","Series","Original",NA,NA
"1025","The Curious Creations of Christine McConnell","Cooking / Show / Reality",2018-10-12,6,1,24,29,"English","Ended","Netflix","Series","Original",NA,NA
"1026","Haunted","Horror / Reality",2018-10-19,12,2,20,31,"English","Ended","Netflix","Series","Original",NA,NA
"1027","Westside","Music / Reality",2018-11-09,8,1,46,58,"English","Ended","Netflix","Series","Original",NA,NA
"1028","The Final Table","Culinary / Competition / Reality",2018-11-20,10,1,48,60,"English","Ended","Netflix","Series","Original",NA,NA
"1029","Death by Magic","Reality",2018-11-30,8,1,31,39,"English","Ended","Netflix","Series","Original",NA,NA
"1030","Nailed It! Holiday","Reality / Competition",2018-12-07,13,2,32,35,"English","Ended","Netflix","Series","Original",NA,NA
"1031","Tidying Up with Marie Kondo","Reality / Show",2019-01-01,8,1,35,47,"English","Ended","Netflix","Series","Original",NA,NA
